content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword
So grateful with this app. Its absolutely helpful for me thank you,so grateful with this application. its absolutely helpful for me thank you,en,0.8354,0.0,0.503,0.497,1,"[('application absolutely helpful', 0.6747), ('grateful application', 0.6439), ('absolutely helpful thank', 0.4957), ('grateful', 0.3979), ('absolutely', 0.0622)]"
Very simple and easy,very simple and easy,en,0.4877,0.0,0.487,0.513,2,"[('simple easy', 0.8309), ('simple', 0.6626), ('easy', 0.6477)]"
Very good app!!,very good application!!,en,0.5827,0.0,0.346,0.654,2,"[('good application', 0.7642), ('application', 0.6038), ('good', 0.2341)]"
"So helpful ;"")","so helpful ;"")",en,0.4754,0.0,0.393,0.607,2,"[('helpful', 0.5836)]"
5 star for free consultation,5 star for free consultation,en,0.5106,0.0,0.548,0.452,1,"[('star free consultation', 0.8457), ('star free', 0.5784), ('consultation', 0.5288), ('star', 0.4647), ('free', 0.3854)]"
There is no option - the apotik is close. I'd cancelled my order 2x because of this.,there is no option - the apotik is close. i would cancelled my order 2x because of this.,en,-0.4939,0.219,0.781,0.0,-1,"[('option apotik', 0.5513), ('cancelled order 2x', 0.4144), ('option', 0.2603), ('2x', 0.2586), ('close', 0.0379)]"
Quick response and friendly user,quick response and friendly user,en,0.4939,0.0,0.556,0.444,1,"[('response friendly user', 0.8691), ('quick response friendly', 0.8288), ('friendly', 0.4522), ('quick', 0.4444), ('user', 0.4069)]"
Very helpfully 👌,very helpfully,en,0.8825,0.0,0.089,0.911,2,"[('helpfully', 0.8771)]"
this is so helpful,this is so helpful,en,0.5598,0.0,0.453,0.547,2,"[('helpful', 0.6095)]"
Help full to buy medicine on competitive price. Good job.,help full to buy medicine on competitive price. good job.,en,0.743,0.0,0.49,0.51,2,"[('buy medicine competitive', 0.8058), ('medicine', 0.5288), ('good job', 0.2531), ('price', 0.2455), ('help', 0.1205)]"
Parah search engine nya.. SOMETHING WENT WRONG mulu,parah search engine nya.. something went wrong mulu,en,-0.5904,0.354,0.646,0.0,-1,"[('search engine nya', 0.6742), ('went wrong mulu', 0.5535), ('parah', 0.3312), ('went', 0.263), ('engine', 0.2462)]"
Very helpful app in getting medicine quickly delivered to your house. Free delivery helps too.,very helpful application in getting medicine quickly delivered to your house. free delivery helps too.,en,0.8399,0.0,0.572,0.428,1,"[('free delivery helps', 0.6679), ('application getting medicine', 0.6468), ('helpful', 0.2656), ('quickly', 0.1571), ('house', 0.132)]"
Please Provide chat with the drivers,please provide chat with the drivers,en,0.3182,0.0,0.685,0.315,1,"[('provide chat drivers', 0.7644), ('drivers', 0.6522), ('provide chat', 0.4476), ('chat', 0.3962), ('provide', 0.2274)]"
"Very usefull app, thank you halodoc","very usefull application, thank you halodoc",en,0.4144,0.0,0.644,0.356,1,"[('application thank halodoc', 0.7829), ('usefull application thank', 0.7674), ('usefull', 0.5365), ('application', 0.5004), ('thank', 0.1942)]"
Making life so much easier...,making life so much easier...,en,0.4728,0.0,0.565,0.435,1,"[('making life easier', 0.8459), ('making life', 0.6588), ('life', 0.5191), ('easier', 0.4857), ('making', 0.3584)]"
It's really helpful,it is really helpful,en,0.4754,0.0,0.393,0.607,2,"[('really helpful', 0.7535), ('helpful', 0.6178), ('really', 0.2197)]"
A helpful must have app,a helpful must have application,en,0.4215,0.0,0.588,0.412,1,"[('helpful application', 0.8711), ('application', 0.6821), ('helpful', 0.4312)]"
"I can buy medicated skin powder without go out to pharmacy, I just need klik on the app","i can buy medicated skin powder without go out to pharmacy, i just need klik on the application",en,0.0,0.0,1.0,0.0,0,"[('skin powder pharmacy', 0.6794), ('just need klik', 0.509), ('buy medicated', 0.4844), ('application', 0.2171), ('just', 0.0565)]"
Very very helpful apps 😘,very very helpful application,en,0.7328,0.0,0.493,0.507,2,"[('helpful application', 0.8418), ('application', 0.6789), ('helpful', 0.5033)]"
fast response and good cooperation,fast response and good cooperation,en,0.4404,0.0,0.58,0.42,1,"[('response good cooperation', 0.8986), ('fast response good', 0.6038), ('response', 0.4409), ('fast', 0.3569), ('good', 0.2328)]"
This 2nd consul ..got good adv..thx dok,this 2nd consul ..got good adv..thanks dok,en,0.4404,0.0,0.674,0.326,1,"[('2nd consul', 0.7378), ('good adv thanks', 0.4663), ('2nd', 0.266), ('dok', 0.2614), ('got', 0.1815)]"
Make my life easier 😉,make my life easier,en,0.4215,0.0,0.641,0.359,1,"[('make life easier', 0.9238), ('make life', 0.6621), ('life', 0.5442), ('easier', 0.5437), ('make', 0.3157)]"
Amazing! Thank you so much for your great time to answer all of my questions doctor!😊,amazing! thank you so much for your great time to answer all of my questions doctor!,en,0.9515,0.0,0.485,0.515,2,"[('questions doctor', 0.6557), ('thank great time', 0.3149), ('time answer questions', 0.2557), ('amazing', 0.2314), ('answer', 0.0264)]"
I use this apps for couple of time. The consulation with the doctor is so helpful. Thank you Halodoc,i use this application for couple of time. the consulation with the doctor is so helpful. thank you halodoc,en,0.7502,0.0,0.727,0.273,1,"[('consulation doctor helpful', 0.5505), ('helpful thank halodoc', 0.3675), ('use application couple', 0.2866), ('use', 0.2491), ('time', 0.0612)]"
this app is awesome.. makes my life easier.. buy a medicine as easy as blinking your eyes..,this application is awesome.. makes my life easier.. buy a medicine as easy as blinking your eyes..,en,0.8689,0.0,0.588,0.412,1,"[('medicine easy blinking', 0.723), ('eyes', 0.3597), ('application', 0.3557), ('awesome makes life', 0.2177), ('easier buy', 0.195)]"
so helpful when I or another family cannot halp to out from home to find out the medine. just click halodoc and ask to order the medicine.. Done well with thanks,so helpful when i or another family cannot halp to out from home to find out the medine. just click halodoc and ask to order the medicine.. done well with thanks,en,0.796,0.0,0.776,0.224,1,"[('halp home medine', 0.579), ('order medicine thanks', 0.5703), ('halodoc ask order', 0.5532), ('just click', 0.1524), ('helpful family', 0.1104)]"
Very usefull app. Thank you Halodoc,very usefull application. thank you halodoc,en,0.4144,0.0,0.644,0.356,1,"[('application thank halodoc', 0.7944), ('usefull application thank', 0.7831), ('usefull', 0.5444), ('application', 0.5165), ('thank', 0.202)]"
Top banget. Necessary aplication,top banget. necessary aplication,en,0.2023,0.0,0.625,0.375,1,"[('banget necessary aplication', 0.8283), ('banget necessary', 0.7925), ('banget', 0.7601), ('necessary', 0.3328), ('aplication', 0.2221)]"
im rating their help for prespricption drug delivery. very helpful,i am rating their help for prespricption drug delivery. very helpful,en,0.6997,0.0,0.58,0.42,1,"[('prespricption drug delivery', 0.7484), ('delivery helpful', 0.4882), ('drug', 0.3224), ('rating help', 0.2756), ('help', 0.1045)]"
Bagus service nya,bagus service nya,en,0.0,0.0,1.0,0.0,0,"[('bagus service nya', 1.0), ('service nya', 0.7446), ('bagus', 0.6622), ('nya', 0.5852), ('service', 0.4383)]"
Help me a lot. Thank u Halodoc 🙏👍,help me a lot. thank you halodoc,en,0.6369,0.0,0.634,0.366,1,"[('lot thank halodoc', 0.7365), ('help lot thank', 0.6676), ('help', 0.4222), ('lot', 0.2464), ('thank', 0.2143)]"
"Respon cepat, obat langsung dianter, free ongkir 👍","respon cepat, obat langsung dianter, free ongkir",en,0.5106,0.0,0.708,0.292,1,"[('langsung dianter free', 0.7673), ('ongkir', 0.5317), ('respon cepat', 0.5051), ('obat', 0.4058), ('free', 0.2611)]"
"Good apps, very helpfull","good application, very helpfull",en,0.4404,0.0,0.508,0.492,1,"[('good application helpfull', 0.9113), ('good application', 0.7689), ('application', 0.5916), ('helpfull', 0.4983), ('good', 0.1387)]"
Very helpfull 24 hours.,very helpfull 24 hours.,en,0.0,0.0,1.0,0.0,0,"[('helpfull 24 hours', 0.8492), ('helpfull 24', 0.6699), ('helpfull', 0.6007), ('hours', 0.3123), ('24', 0.2901)]"
A new experience and very statisfying,a new experience and very statisfying,en,0.0,0.0,1.0,0.0,0,"[('new experience statisfying', 0.8511), ('new experience', 0.804), ('experience', 0.6025), ('new', 0.4389), ('statisfying', 0.3081)]"
Really helpful services,really helpful services,en,0.4754,0.0,0.393,0.607,2,"[('really helpful services', 1.0), ('helpful services', 0.864), ('helpful', 0.6355), ('services', 0.627), ('really', 0.2511)]"
Mantul helpful very much,mantul helpful very much,en,0.4215,0.0,0.517,0.483,1,"[('mantul helpful', 0.9618), ('mantul', 0.7771), ('helpful', 0.3417)]"
"Fast respons, this app help me while i got GEA and cannot go anywhere","fast respons, this application help me while i got gea and cannot go anywhere",en,0.4019,0.0,0.828,0.172,1,"[('help got gea', 0.7018), ('application help got', 0.4566), ('fast respons application', 0.4561), ('got', 0.1533), ('respons', 0.1161)]"
this app is amazing .. one of the most useful app .,this application is amazing .. one of the most useful application .,en,0.7902,0.0,0.588,0.412,1,"[('amazing useful application', 0.8283), ('application amazing', 0.6715), ('application', 0.5192), ('useful', 0.366), ('amazing', 0.2313)]"
Very helpful at the first stage of doctor consultation.,very helpful at the first stage of doctor consultation.,en,0.4754,0.0,0.721,0.279,1,"[('helpful stage doctor', 0.6555), ('consultation', 0.4801), ('helpful stage', 0.4248), ('helpful', 0.4203), ('doctor', 0.3941)]"
I love this app,i love this application,en,0.6369,0.0,0.417,0.583,2,"[('application', 0.6434), ('love application', 0.5005), ('love', 0.2609)]"
Super love this apps ❤,super love this application,en,0.9231,0.0,0.196,0.804,2,"[('super love application', 0.6292), ('application', 0.6239), ('super love', 0.4102), ('super', 0.3589), ('love', 0.2559)]"
Super Fast. Really helpful apps when I needed the most.,super fast. really helpful application when i needed the most.,en,0.7902,0.0,0.534,0.466,1,"[('super fast really', 0.6597), ('fast really helpful', 0.5775), ('helpful application', 0.3601), ('needed', 0.1588), ('really', 0.1029)]"
Very useful and helpful 👍,very useful and helpful,en,0.7397,0.0,0.39,0.61,2,"[('useful helpful', 0.8541), ('useful', 0.7396), ('helpful', 0.7142)]"
"Easy to use, helpfull","easy to use, helpfull",en,0.4404,0.0,0.508,0.492,1,"[('easy use helpfull', 0.9252), ('easy use', 0.7903), ('helpfull', 0.5891), ('use', 0.5084), ('easy', 0.4109)]"
Love this app,love this application,en,0.6369,0.0,0.323,0.677,2,"[('application', 0.6579), ('love application', 0.504), ('love', 0.3074)]"
Very helpful and convenience.,very helpful and convenience.,en,0.4754,0.0,0.492,0.508,2,"[('helpful convenience', 0.8067), ('convenience', 0.6912), ('helpful', 0.6216)]"
Bagusss bangett appny so helpful thankyouu uWu,bagusss bangett appny so helpful thankyouu uwu,en,0.5598,0.0,0.624,0.376,1,"[('bagusss bangett appny', 0.7789), ('bangett appny helpful', 0.622), ('helpful thankyouu uwu', 0.492), ('appny helpful', 0.3189), ('thankyouu', 0.2942)]"
"They send the medicine so quickly, precisely. Very professional and recommended.","they send the medicine so quickly, precisely. very professional and recommended.",en,0.2648,0.0,0.829,0.171,1,"[('send medicine quickly', 0.728), ('professional recommended', 0.307), ('quickly', 0.3008), ('precisely', 0.1783), ('send', 0.1635)]"
Useful & hassle free,useful & hassle free,en,0.7351,0.0,0.244,0.756,2,"[('useful hassle free', 0.927), ('hassle free', 0.6907), ('useful', 0.5429), ('free', 0.4694), ('hassle', 0.4186)]"
Nice app..really helpful..,nice application..really helpful..,en,0.6808,0.0,0.152,0.848,2,"[('nice application really', 0.7366), ('application', 0.4715), ('helpful', 0.417), ('nice', 0.2436), ('really', 0.1209)]"
"Great application, its simple!!","great application, its simple!!",en,0.6892,0.0,0.39,0.61,2,"[('great application simple', 0.8544), ('great application', 0.695), ('application', 0.5183), ('simple', 0.3327), ('great', 0.1637)]"
The helping app to know your medicine problem n confidence of course...!,the helping application to know your medicine problem n confidence of course...!,en,0.4753,0.154,0.515,0.331,1,"[('application know medicine', 0.7466), ('helping application', 0.5368), ('confidence', 0.4421), ('helping', 0.3064), ('know', 0.1237)]"
Its very helpfull,its very helpfull,en,0.0,0.0,1.0,0.0,0,"[('helpfull', 0.6806)]"
"nice app, for consul with dr","nice application, for consul with dr",en,0.4215,0.0,0.641,0.359,1,"[('nice application consul', 0.9119), ('consul dr', 0.8082), ('application', 0.4586), ('dr', 0.3245), ('nice', 0.1786)]"
"Great, l like this app","great, l like this application",en,0.8625,0.0,0.172,0.828,2,"[('great like application', 0.7092), ('application', 0.5416), ('great', 0.4293), ('great like', 0.3885), ('like', 0.2454)]"
Very good!! Recommended,very good!! recommended,en,0.7055,0.0,0.146,0.854,2,"[('good recommended', 0.741), ('recommended', 0.633), ('good', 0.317)]"
"Nice apps., very helping ! Thx halodoc.","nice application., very helping ! thanks halodoc.",en,0.81,0.0,0.324,0.676,2,"[('helping thanks halodoc', 0.6617), ('application', 0.4099), ('helping', 0.2603), ('thanks', 0.2338), ('nice', 0.1605)]"
"Its amazing. Very good, polite and professional doctors. Highly recommended","its amazing. very good, polite and professional doctors. highly recommended",en,0.8437,0.0,0.435,0.565,2,"[('polite professional doctors', 0.6103), ('amazing good polite', 0.4344), ('highly recommended', 0.3315), ('highly', 0.1897), ('good', 0.1828)]"
The adress isn't precise.. please improve. Please add chat feature so I can chat the driver.,the adress is not precise.. please improve. please add chat feature so i can chat the driver.,en,-0.2658,0.222,0.661,0.117,-1,"[('chat driver', 0.6225), ('adress precise improve', 0.5039), ('improve add chat', 0.4794), ('add', 0.2257), ('feature', 0.1975)]"
