content,clean_emoji,language,compound,neg,neu,pos,vader_rating
"At least it gives me an option, wht to do next, you just to get the right 
question and be honest wht desease that have or fell, so they can help.","at least it gives me an option, wht to do next, you just to get the right
question and be honest wht desease that have or fell, so they can help.",en,0.7402,0.0,0.822,0.178,1
"It is quite helpful and the doctor's respond is very descriptive,but i cant 
find any language setting or is it only available in bahasa Indonesia?","it is quite helpful and the doctor's respond is very descriptive,but i cannot
find any language setting or is it only available in bahasa indonesia?",en,0.4754,0.0,0.886,0.114,1
"Very good & helpful apps, we can ask and find solution earlier before find the right doctor or hospital.","very good & helpful application, we can ask and find solution earlier before find the right doctor or hospital.",en,0.8204,0.0,0.652,0.348,1
Helpful application. Quick response from doctor.,helpful application. quick response from doctor.,en,0.4215,0.0,0.641,0.359,1
Very nice app.,very nice application.,en,0.4754,0.0,0.393,0.607,2
i love to use this app,i love to use this application,en,0.6369,0.0,0.543,0.457,1
"I love this, nothing to say, it's so perfect😊","i love this, nothing to say, it is so perfect",en,0.9453,0.0,0.397,0.603,2
Very nice apps,very nice application,en,0.4754,0.0,0.393,0.607,2
It helps me a lot,it helps me a lot,en,0.3818,0.0,0.606,0.394,1
Very good ..excellent..,very good ..excellent..,en,0.8004,0.0,0.122,0.878,2
Efective and flexibel,efective and flexibel,en,0.0,0.0,1.0,0.0,0
This is the best healthy apps i've ever use in my life. The answer is very helpful for me. Thank you so much 💕,this is the best healthy application i have ever use in my life. the answer is very helpful for me. thank you so much,en,0.9521,0.0,0.54,0.46,1
Easy to use and informative,easy to use and informative,en,0.4404,0.0,0.58,0.42,1
Love it so much,love it so much,en,0.6369,0.0,0.417,0.583,2
Very useful 👍,very useful,en,0.4927,0.0,0.484,0.516,2
Very useful app ☺,very useful application,en,0.7548,0.0,0.317,0.683,2
easy to use. friendly app.,easy to use. friendly application.,en,0.7269,0.0,0.33,0.67,2
Just very helpful,just very helpful,en,0.4754,0.0,0.393,0.607,2
"Good app.. very usefull for initial check, and fast response","good application.. very usefull for initial check, and fast response",en,0.4404,0.0,0.756,0.244,1
Very helpfull & feel free to ask ^^,very helpfull & feel free to ask ^^,en,0.5106,0.0,0.68,0.32,1
thanks..and the best application,thanks..and the best application,en,0.6369,0.0,0.417,0.583,2
Very helpfull n lots of information,very helpfull n lots of information,en,0.0,0.0,1.0,0.0,0
Very helpful doctor will answer your questions,very helpful doctor will answer your questions,en,0.4754,0.0,0.66,0.34,1
"Easy to use, fast respon, n very useful","easy to use, fast respon, n very useful",en,0.7264,0.0,0.496,0.504,2
This app is so helpful,this application is so helpful,en,0.5598,0.0,0.525,0.475,1
fast respond mantap,fast respond mantap,en,0.0,0.0,1.0,0.0,0
"This app is use for me, the docter fast respond. I like this app","this application is use for me, the docter fast respond. i like this application",en,0.3612,0.0,0.839,0.161,1
Helpful. Good app,helpful. good application,en,0.6908,0.0,0.149,0.851,2
Easy to use. The doctor is very helpful and friendly,easy to use. the doctor is very helpful and friendly,en,0.8576,0.0,0.425,0.575,2
Very useful app to connect with a doctor,very useful application to connect with a doctor,en,0.4927,0.0,0.687,0.313,1
Its great application,its great application,en,0.6249,0.0,0.328,0.672,2
Usefull as always,usefull as always,en,0.0,0.0,1.0,0.0,0
helpful apps while u can not meet ur doctor 😊,helpful application while you can not meet you are doctor,en,0.8316,0.0,0.556,0.444,1
Best app ever..!!,best application ever..!!,en,0.6988,0.0,0.295,0.705,2
"Very helpful application, and so simple.","very helpful application, and so simple.",en,0.4754,0.0,0.618,0.382,1
Helpful for Healthy,helpful for healthy,en,0.6705,0.0,0.154,0.846,2
I think this good can help to answer the question about healthy but not spesific or full information,i think this good can help to answer the question about healthy but not spesific or full information,en,0.5977,0.0,0.718,0.282,1
"Very helpful, the doctors respond immediately and are so friendly. The best med app so far.","very helpful, the doctors respond immediately and are so friendly. the best med application so far.",en,0.9131,0.0,0.527,0.473,1
"This is the best app, it so helpfull, I can ask anything about health of, add the health information and I like it thanks""alodokter'","this is the best application, it so helpfull, i can ask anything about health of, add the health information and i like it thanks""alodokter'",en,0.7717,0.0,0.767,0.233,1
"Fast response, with many and useful articles. Very good. Thank you.","fast response, with many and useful articles. very good. thank you.",en,0.8347,0.0,0.474,0.526,2
The doctors give me nice responses and clear answers,the doctors give me nice responses and clear answers,en,0.6597,0.0,0.565,0.435,1
"It's a good app, very helpful, they respond really fast, thank you very much","it is a good application, very helpful, they respond really fast, thank you very much",en,0.8304,0.0,0.556,0.444,1
This app really helpful :),this application really helpful :),en,0.7485,0.0,0.32,0.68,2
The best app ever! It's really help me,the best application ever! it is really help me,en,0.8169,0.0,0.445,0.555,2
"It's good, but not free at all","it is good, but not free at all",en,-0.3824,0.338,0.476,0.186,-1
The doctors give really helpful advices and they respond very quickly.,the doctors give really helpful advices and they respond very quickly.,en,0.4754,0.0,0.764,0.236,1
Very good app that can help us to discuss with doctor,very good application that can help us to discuss with doctor,en,0.7089,0.0,0.604,0.396,1
this app really helpfull,this application really helpfull,en,0.0,0.0,1.0,0.0,0
"Easy to use, and respond the doctor in this app so quickly.","easy to use, and respond the doctor in this application so quickly.",en,0.4404,0.0,0.791,0.209,1
Easy to use :),easy to use :),en,0.7096,0.0,0.253,0.747,2
What a very useful app.. do love it..,what a very useful application.. do love it..,en,0.8122,0.0,0.448,0.552,2
Very helpfull and quick response,very helpfull and quick response,en,0.0,0.0,1.0,0.0,0
It helps me,it helps me,en,0.3818,0.0,0.435,0.565,2
Thanks for everything,thanks for everything,en,0.4404,0.0,0.408,0.592,2
Very helpful.. great app.. !!,very helpful.. great application.. !!,en,0.8424,0.0,0.271,0.729,2
This app is great. Very helpful and useful.,this application is great. very helpful and useful.,en,0.8849,0.0,0.326,0.674,2
Fast response and many articles helpfull,fast response and many articles helpfull,en,0.0,0.0,1.0,0.0,0
Its really helpfull,its really helpfull,en,0.0,0.0,1.0,0.0,0
Help me a lot,help me a lot,en,0.4019,0.0,0.526,0.474,1
Its was good,its was good,en,0.4404,0.0,0.408,0.592,2
what an useful apps,what an useful application,en,0.4404,0.0,0.508,0.492,1
Good apps for consultation but not good at recipe,good application for consultation but not good at recipe,en,-0.2867,0.258,0.58,0.162,-1
"simple, helpful, and fast response","simple, helpful, and fast response",en,0.4215,0.0,0.588,0.412,1
Very helpful 😁😁,very helpful,en,0.8439,0.0,0.497,0.503,2
Simple and useful,simple and useful,en,0.4404,0.0,0.408,0.592,2
Easy to use & helpful,easy to use & helpful,en,0.6908,0.0,0.345,0.655,2
so helpful thank u,so helpful thank you,en,0.707,0.0,0.254,0.746,2
"Nice App,, So Far The Doctors Are Very Helpfull And Atractive.😊","nice application,, so far the doctors are very helpfull and atractive.",en,0.8316,0.0,0.596,0.404,1
"very useful, just ask and doctor will respons about your problem","very useful, just ask and doctor will respons about your problem",en,0.1263,0.181,0.604,0.214,1
A must have app!!!,a must have application!!!,en,0.0,0.0,1.0,0.0,0
"So far, it was helpful and the response is really fast. Thanks","so far, it was helpful and the response is really fast. thanks",en,0.7165,0.0,0.626,0.374,1
"This app, Very helpful to me in finding solutions on health, thank alodokter 😊","this application, very helpful to me in finding solutions on health, thank alodokter",en,0.9061,0.0,0.494,0.506,2
"Easy to use, verry helpful. The docter is so friendly and fast respond","easy to use, verry helpful. the docter is so friendly and fast respond",en,0.8695,0.0,0.505,0.495,1
amzing app for all poeple,amzing application for all poeple,en,0.0,0.0,1.0,0.0,0
"Good App, they nice but little bit long answer but fine😊","good application, they nice but little bit long answer but fine",en,0.9194,0.0,0.439,0.561,2
Good explanation to guide us in finding further informatio,good explanation to guide us in finding further informatio,en,0.4404,0.0,0.734,0.266,1
This app is good enough,this application is good enough,en,0.4404,0.0,0.58,0.42,1
This app is awesome!,this application is awesome!,en,0.6588,0.0,0.406,0.594,2
Mksh allo doctor sngt membantu skli,mksh allo doctor sngt membantu skli,en,0.0,0.0,1.0,0.0,0
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2
Very very helpful,very very helpful,en,0.5222,0.0,0.372,0.628,2
"Fast respons, friendly doctor 👍👍👍","fast respons, friendly doctor",en,0.4939,0.0,0.738,0.262,1
Helpful and useful. Keep up the good work.,helpful and useful. keep up the good work.,en,0.8225,0.0,0.368,0.632,2
"Good innovation, love it &lt;3","good innovation, love it <3",en,0.8658,0.0,0.171,0.829,2
Very useful app,very useful application,en,0.4927,0.0,0.385,0.615,2
This app is really helpful,this application is really helpful,en,0.4754,0.0,0.564,0.436,1
It's really great app,it is really great application,en,0.659,0.0,0.406,0.594,2
Like this app,like this application,en,0.3612,0.0,0.444,0.556,2
Nice app but need a bit patience to wait for reply,nice application but need a bit patience to wait for reply,en,0.2263,0.0,0.84,0.16,1
one of my favorite app. easy to use and very helpful,one of my favorite application. easy to use and very helpful,en,0.8399,0.0,0.471,0.529,2
Feels like I have a private doctor in my phone. Very helpful app,feels like i have a private doctor in my phone. very helpful application,en,0.6801,0.0,0.663,0.337,1
Really help us esp for emergency,really help us esp for emergency,en,0.101,0.271,0.417,0.312,1
giving me a light,giving me a light,en,0.34,0.0,0.556,0.444,1
It would be better if there is a menu to add photos of the patient condition,it would be better if there is a menu to add photos of the patient condition,en,0.4404,0.0,0.838,0.162,1
love the fast response!,love the fast response!,en,0.6696,0.0,0.4,0.6,2
Nice app and helping very good,nice application and helping very good,en,0.8016,0.0,0.268,0.732,2
I love this,i love this,en,0.6369,0.0,0.323,0.677,2
It's amazing and really helpful 😊 I love it,it is amazing and really helpful i love it,en,0.9543,0.0,0.315,0.685,2
So helpful for your sickness guidance,so helpful for your sickness guidance,en,0.4754,0.0,0.618,0.382,1
i love it. big thank for this,i love it. big thank for this,en,0.7717,0.0,0.427,0.573,2
"We can consult about everything with them, so fun and had solutions","we can consult about everything with them, so fun and had solutions",en,0.7133,0.0,0.627,0.373,1
This is a good aplications for someone who want to have a consultation about his health quickly,this is a good aplications for someone who want to have a consultation about his health quickly,en,0.4939,0.0,0.781,0.219,1
The coolest app ever!! Love it. Thank you Alodokter 😊😊😉,the coolest application ever!! love it. thank you alodokter,en,0.96,0.0,0.438,0.562,2
Super helpful. Amazing medical assistance service with zero charge? Nothing could be better than that.,super helpful. amazing medical assistance service with zero charge? nothing could be better than that.,en,0.844,0.101,0.46,0.439,1
It helps a lot for those who re worried death bout their health condition but cant go meet the doctor irl,it helps a lot for those who re worried death bout their health condition but cannot go meet the doctor irl,en,-0.3071,0.17,0.755,0.075,-1
"When i got sick and didnt know who to asking,this apps was helping me and the dr was friendly,fast respon,and make easier","when i got sick and did not know who to asking,this application was helping me and the dr was friendly,fast respon,and make easier",en,0.1779,0.121,0.696,0.183,1
