content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword
Such a good app!,such a good application!,en,0.4926,0.0,0.484,0.516,2,good application
The most cool app for medic category in Indonesia,the most cool application for medic category in indonesia,en,0.3804,0.0,0.755,0.245,1,medic category indonesia
A good app,a good application,en,0.4404,0.0,0.408,0.592,2,good application
Help me so much,help me so much,en,0.4019,0.0,0.526,0.474,1,help
Good application 💞,good application,en,0.802,0.0,0.217,0.783,2,good application
I this app very usefull,i this application very usefull,en,0.0,0.0,1.0,0.0,0,application usefull
Nice apps .replay very fast,nice application .replay very fast,en,0.4215,0.0,0.588,0.412,1,application replay fast
Easy to used,easy to used,en,0.4404,0.0,0.408,0.592,2,easy used
Error Change profile photo (incomplete parameters),error change profile photo (incomplete parameters),en,-0.4019,0.351,0.649,0.0,-1,profile photo incomplete
Great App and helping alot,great application and helping alot,en,0.743,0.0,0.323,0.677,2,great application helping
Useful and helpful without going outside.,useful and helpful without going outside.,en,0.6908,0.0,0.412,0.588,2,helpful going outside
This app so cool,this application so cool,en,0.4572,0.0,0.501,0.499,1,application cool
Very useful application,very useful application,en,0.4927,0.0,0.385,0.615,2,useful application
This is a very good app. Thank u. It is very helpful,this is a very good application. thank you. it is very helpful,en,0.8422,0.0,0.499,0.501,2,good application thank
Thanks to help us,thanks to help us,en,0.6808,0.0,0.263,0.737,2,thanks help
I love this apps,i love this application,en,0.6369,0.0,0.417,0.583,2,application
Helpful 😊 Great app!,helpful great application!,en,0.9215,0.0,0.233,0.767,2,helpful great application
It's really help me. Thank you alodokter ♡,it is really help me. thank you alodokter,en,0.6962,0.0,0.51,0.49,1,help thank alodokter
"New user so its too early to give a review however, the contents are knowledgeable.","new user so its too early to give a review however, the contents are knowledgeable.",en,0.0,0.0,1.0,0.0,0,review contents knowledgeable
Thx to alodokter..,thanks to alodokter..,en,0.3612,0.0,0.444,0.556,2,thanks alodokter
This app helping me💛💛💛,this application helping me,en,0.9413,0.0,0.288,0.712,2,application
Thank you for this app,thank you for this application,en,0.3612,0.0,0.615,0.385,1,thank application
"Nice app, like you have walking doctors beside you","nice application, like you have walking doctors beside you",en,0.6486,0.0,0.569,0.431,1,walking doctors
"Love it, its so help me","love it, its so help me",en,0.8267,0.0,0.342,0.658,2,love help
Love this so much,love this so much,en,0.6369,0.0,0.417,0.583,2,love
The application is very good.,the application is very good.,en,0.4927,0.0,0.556,0.444,1,application good
its good app ever !,its good application ever !,en,0.4926,0.0,0.556,0.444,1,good application
Very helpful !,very helpful !,en,0.5244,0.0,0.371,0.629,2,helpful
"Benar-benar membantu, i love this application","benar-benar membantu, i love this application",en,0.6369,0.0,0.543,0.457,1,benar membantu
Its nice application,its nice application,en,0.4215,0.0,0.417,0.583,2,nice application
Very helpfull thank you,very helpfull thank you,en,0.4173,0.0,0.519,0.481,1,helpfull thank
Great really useful,great really useful,en,0.807,0.0,0.121,0.879,2,great really useful
"Good app, thanks","good application, thanks",en,0.7003,0.0,0.147,0.853,2,good application thanks
Very good app,very good application,en,0.4927,0.0,0.385,0.615,2,good application
very nice. fast respond ^^,very nice. fast respond ^^,en,0.4754,0.0,0.564,0.436,1,nice fast respond
"Good aplication, helpfull","good aplication, helpfull",en,0.4404,0.0,0.408,0.592,2,good aplication helpfull
Simple and nice,simple and nice,en,0.4215,0.0,0.417,0.583,2,simple nice
Fast response and clear explanation.,fast response and clear explanation.,en,0.3818,0.0,0.606,0.394,1,fast response clear
Best medical app in Indonesia!!!,best medical application in indonesia!!!,en,0.7249,0.0,0.441,0.559,2,medical application indonesia
Thanks for this app 👍.sangat membantu 😊,thanks for this application .sangat membantu,en,0.836,0.0,0.503,0.497,1,application sangat membantu
Good we have like this ^_^,good we have like this ^_^,en,0.6597,0.0,0.426,0.574,2,good like
It helps me so much to ask doctor fast and anytime. So it reduces my worries about my illness.,it helps me so much to ask doctor fast and anytime. so it reduces my worries about my illness.,en,-0.4404,0.228,0.664,0.108,-1,reduces worries illness
Good apps. Easy useful. Very helpful,good application. easy useful. very helpful,en,0.8955,0.0,0.145,0.855,2,good application easy
Help us much,help us much,en,0.4019,0.0,0.426,0.574,2,help
Thanks to fast respons,thanks to fast respons,en,0.4404,0.0,0.508,0.492,1,thanks fast respons
I can consult the doctors clearly. This app is very useful for anyone who wants to find out the health.,i can consult the doctors clearly. this application is very useful for anyone who wants to find out the health.,en,0.7089,0.0,0.753,0.247,1,doctors clearly application
This is a great app..,this is a great application..,en,0.6249,0.0,0.494,0.506,2,great application
"Great app,so useful.","great application,so useful.",en,0.7906,0.0,0.125,0.875,2,great application useful
Make me understand about my health,make me understand about my health,en,0.0,0.0,1.0,0.0,0,make understand health
Very nice app!,very nice application!,en,0.5244,0.0,0.371,0.629,2,nice application
"The doctor was really helpful, also really kind. they also fast respond. &lt;3","the doctor was really helpful, also really kind. they also fast respond. <3",en,0.7774,0.0,0.618,0.382,1,doctor really helpful
This app really help me,this application really help me,en,0.4576,0.0,0.572,0.428,1,application really help
"Good app, very simple ui","good application, very simple ui",en,0.4404,0.0,0.58,0.42,1,good application simple
Really helpfull n the doctor is very kind,really helpfull n the doctor is very kind,en,0.5709,0.0,0.655,0.345,1,really helpfull doctor
Its verry heplfullll Thanks,its verry heplfullll thanks,en,0.4404,0.0,0.508,0.492,1,verry heplfullll thanks
"Vwry usefull, so I'm bot worried more about what happen to me","vwry usefull, so i am bot worried more about what happen to me",en,-0.3535,0.183,0.817,0.0,-1,vwry usefull bot
"It's very good application, good respond from the expert.","it is very good application, good respond from the expert.",en,0.7474,0.0,0.524,0.476,1,good application good
the best apps,the best application,en,0.6369,0.0,0.323,0.677,2,best application
it is help me to get the solution about my sickness. its very awesome application,it is help me to get the solution about my sickness. its very awesome application,en,0.8553,0.0,0.561,0.439,1,sickness awesome application
Thiss app is so helped,this is application is so helped,en,0.0,0.0,1.0,0.0,0,application helped
Very very helpfull Untuk responnya sedikit lama.. overall nice app,very very helpfull untuk responnya sedikit lama.. overall nice application,en,0.4215,0.0,0.763,0.237,1,helpfull untuk responnya
This is amazing,this is amazing,en,0.5859,0.0,0.345,0.655,2,amazing
"Fast response, and good suggestions from doctors. Handy application for health consultation anytime... Very much helpful so far","fast response, and good suggestions from doctors. handy application for health consultation anytime... very much helpful so far",en,0.7165,0.0,0.728,0.272,1,consultation anytime helpful
We are able to consult about health Everytime we need.,we are able to consult about health everytime we need.,en,0.0,0.0,1.0,0.0,0,consult health everytime
Love this one,love this one,en,0.6369,0.0,0.323,0.677,2,love
Sll respon thank you alodokter,sll respon thank you alodokter,en,0.3612,0.0,0.615,0.385,1,sll respon thank
This is just what I need,this is just what i need,en,0.0,0.0,1.0,0.0,0,just need
Easy to use and very helpfull,easy to use and very helpfull,en,0.4404,0.0,0.633,0.367,1,easy use helpfull
This app very helpfull,this application very helpfull,en,0.0,0.0,1.0,0.0,0,application helpfull
Thankfully for all gorgeous doctor. Keep your fight for helping us.,thankfully for all gorgeous doctor. keep your fight for helping us.,en,0.7506,0.14,0.376,0.484,1,thankfully gorgeous doctor
"5 stars for the app, 3 stars for the doctors. Almost all the doctors are newbie, don't really know what we ask.","5 stars for the application, 3 stars for the doctors. almost all the doctors are newbie, do not really know what we ask.",en,0.0,0.0,1.0,0.0,0,application stars doctors
Very very helpfull,very very helpfull,en,0.0,0.0,1.0,0.0,0,helpfull
So help full more than my husband 🙂,so help full more than my husband,en,0.6908,0.0,0.584,0.416,1,help husband
Really help us when we feel not good,really help us when we feel not good,en,0.1499,0.211,0.526,0.263,1,help feel good
I think this app just made me feel better...,i think this application just made me feel better...,en,0.4404,0.0,0.734,0.266,1,application just feel
as soon as possible to used this app thanks,as soon as possible to used this application thanks,en,0.4404,0.0,0.734,0.266,1,used application thanks
Thanks dok infonya,thanks dok infonya,en,0.4404,0.0,0.408,0.592,2,thanks dok infonya
Sopan fast respon. Helpful,sopan fast respon. helpful,en,0.4215,0.0,0.517,0.483,1,sopan fast respon
Fast reply and accurate,fast reply and accurate,en,0.0,0.0,1.0,0.0,0,fast reply accurate
"This app verry cool, because you like have a personal doctor","this application verry cool, because you like have a personal doctor",en,0.5859,0.0,0.652,0.348,1,like personal doctor
Like this app... Very good...,like this application... very good...,en,0.6901,0.0,0.345,0.655,2,like application good
Fast respond! Recommended!,fast respond! recommended!,en,0.3365,0.0,0.456,0.544,2,fast respond recommended
There no like it. Good Job,there no like it. good job,en,0.1999,0.234,0.444,0.322,1,good job
It helps me a lot,it helps me a lot,en,0.3818,0.0,0.606,0.394,1,helps lot
The doctors in this app are so helpful to answer my questions. The answers are good and clear. Nice.,the doctors in this application are so helpful to answer my questions. the answers are good and clear. nice.,en,0.8983,0.0,0.557,0.443,1,doctors application helpful
You must download this app,you must download this application,en,0.0,0.0,1.0,0.0,0,download application
it help much,it help much,en,0.4019,0.0,0.426,0.574,2,help
nice apps good information,nice application good information,en,0.6908,0.0,0.26,0.74,2,nice application good
nice info n sharing app,nice info n sharing application,en,0.6808,0.0,0.349,0.651,2,sharing application
Thanks to alodokter,thanks to alodokter,en,0.4404,0.0,0.408,0.592,2,thanks alodokter
"Respon dari dokternya cepat, highly recommended application💞","respon dari dokternya cepat, highly recommended application",en,0.7501,0.0,0.523,0.477,1,dari dokternya cepat
Thanks for the helping.,thanks for the helping.,en,0.6249,0.0,0.282,0.718,2,thanks helping
"Cukup membantu,good aplication👌👍","cukup membantu,good aplication",en,0.7297,0.0,0.449,0.551,2,cukup membantu
"This little app is so easy to use and quite informative, i especially love its comprehensiveness in both contents (list of sickness and their remedies) and replies from active doctors. Thank you so much. Hope the developer behind this app could maintain its continuity for little longer","this little application is so easy to use and quite informative, i especially love its comprehensiveness in both contents (list of sickness and their remedies) and replies from active doctors. thank you so much. hope the developer behind this application could maintain its continuity for little longer",en,0.9486,0.0,0.717,0.283,1,list sickness remedies
