content,score
sangat bagus respon dokter2nya dan UI nya bagus,5
Wah sangat membantu untuk mendapatkan obat tanpa perlu keluar rmah,5
"Apps berfungsi dg baik, cepat dan mudah",4
"Dengan adanya kerjasama Kemenkes dg Halodok, sangat membantu pasien dlm menjalani pemulihan Covid ini. Terimakasih Kemenkes Terimakasih Halodok (Dr. Mutia)",5
Quick and reasonable services.,5
Dokternya ramah dan cepat responnya.,5
Good apps,5
Fast response,5
Excellent service,5
Helpfull,5
Aplikasi gak jelas. Respon lambat.,1
Dokternya ramah dan memberikan resep yang sesuai dengan kondisi pasien,5
Sangat membantu bagi penderita covid yg sedang isoman,5
Cepat,5
This apps has improved tremendously. Wrll done,5
Keluhan dan masalah teknis cepat tertangani,5
Always helping me!!!!!!,5
Sangat membantu dan proses cepat,5
Bagus layanannya efisien,5
Sangat membantu,5
Puas,5
Help ful aplication in pandemic era,5
Servis excellent,5
Layanan cepat,5
"Pernah punya pengalaman blum selesai chat tapi di end sama dokternya, jadi ga rela ngasi bintang lebih dari 3",3
Sangat bagus&sangat membantu ditengah pandemi seperti saat ini.,5
Mantap joss,5
Very Helpful,5
App helpfull,5
"Mudah, cepat, dokter friendly dan tanggap.",5
Semoga selanjutnya halodoc bisa lebih baik memilih klinik rekanan Saya tes pcr tidak konek dengan peduli lindungi Lalu kemudian tes lagi 3x24 jam lebih belum ada hasil,2
"Waktu konsultasinya relatif sebentar. saya tidak sempat dapat resep dokter, pas mau perpanjang waktu. dokternya sudah habis jadwal praktiknya di hari itu. harus menunggu dan buat jadwal besok. Padahal dokternya bagus, dia lagi mau kirim resep. kena time out aplikasi. terus nasib yg sakit gimana? mesti nunggu besok?",1
Good Helping for Everyone,5
Nice good jod dokter,5
Great app,5
Very helpfull apps for your health,5
Very Helpful & simple,5
"Cepat pemasanan,.dan komplit obatnya",5
Great app,5
Sangat membantu untuk konsultasi dokter.,5
"Pelayanan dokter cepat. Tapi dapatin dokter yg bisa di konsul masi susah. Ketika klik chat suka sibuk semua , padahal status hijau aktif. Mungkin bs di rubah jika status hijau itu memng benar2 bisa di chat jadi kt ga cb 1 per satu klik terus di dokter berbeda2. Tlg ditingkatkan. So far lainnya si oke. Hanya chat dokternyabsaja ada kendala di awal. Sukses terus halodoc. Trimakasih.",4
Prosesnya lama dan suka crash ketika melakukan pembayaran,4
Tidak bs order obat pdhl udah chat dgn doktor dan dpt resep,1
"Aplikasi tidak berjalan, saya pesan obat tetapi tidak bisa di proses, saldo saya pun nyangkut",1
Tolong dong perkenankan org dari luar negeri utk masuk ke website & aplikasi. Saya jd susah mau kontrol bisnis saya yg kerjasama dgn Halodoc,1
Sering terputus padahal jaringan bagus.,2
Very helpful,5
Sangat memudahkan pasien utk konsultasi medis dokter dan pesan obat yg diresepkan. Sangat2 membantu untuk pasien yg memiliki keterbatasan utk ke Klinik atau RS.,5
Brilliant ❤,5
Mudah pemakaiannya,5
"Best place to do doctor consultation, has integration with insurance, pharmacy and laboratory",5
Sangat membantu tanpa harus datang dan memgantri lama di rs,5
Keren lah pokonya memudahkan,5
"g guna, pasien keburu mati ini mah krn g bisa pesen obat yg diresepkan dokter saat konsultasi, coba berkali2 tp pesanan dibatalkan terus, chat dgn virtual assistant jg cuma bot aja yg jawab.",1
"Layanan bantuan buruk, sangat lama tdk ada respon, pesan obat lama selalu gagal dengan keterangan ""coba lagi""",1
Always malfunctioned when I'm about to checkout the medicine,1
"Mw beli obat selalu error. Org sakit jd ga sembuh"" gara"" lu !!!!!!!!",1
Unreliable.,1
"Beli obat gak bisa sama sekali, selalu ""ada yang salah"". Sistem merepotkan, semua produk di keranjang hilang.",2
Sangat membantu,5
"Dokternya ramah, aplikasinya mudah dan sangat membantu dimasa pandemi",5
Mudah Dan mempercepat proses berobat,5
"Pilih titik antar ke daerah cilandak, apotik nya dari gondangdia. Harga obatny sama kek ongkirnya 😔",1
Cepat tanggap,5
"Almost die in IGD when they sent C19 PCR Swap Result out od 24hr...tepatnya 45jam!! Unt ada aplikasi Perduli Lindungi yg bs jg lihat hasilnya dan NEGATIF, br deh RS mindahin sy ke ruang rawat tampa NUNGGUin hasil PCR dr mereka Dan mrk cuma mau ks KUPON unt kompensasinya...SHAME ON YOU!! nyawa sy cuma sebanding ama KUPON!!",1
Good app,4
satisfying,4
Good,5
"Terlalu banyak Bugs, saya pesan obat dengan estimasi 1-4 hari sampai. Tapi setiap hari estimasi pengiriman berubah. Fitur chat hanya dengan robot. Customer service agent tidak pernah membalas chat (selalu dalam antrian). Email tidak pernah dibalas! Bisa dibayangkan orang sakit yg sangat membutuhkan obat tapi tidak tau kapan kepastian obat akan datang. Dan harga obanya juga tidak murah.",1
"Pernah kasih bintang 5 tp skrg 2 aja krn kapok beli obat di halodoc.. cuma obat biasa tp krn tdk bisa milih apotik jd gak tau dikirim dari mana yg waktu pengirimannya 1-4 hari.. lah ini beli obat butuh urgent, bukan beli kosmetik",2
Good response,5
Aplikasi yang sangat membantu masyarakat dalam menjaga kesehatan dan proses pengobatan yang terjangkau...,5
Mantap,5
Good,5
"Chat dan konsulasi dengan dokter mudah. Resep digital jg lgs dapat. Tp saat menebus obat, tidak bisa menentukan toko obat/apotik (minimal bisa pilih toko/apotik yg menyediakan semua obat, atau membeli terpisah). Dan saat toko obat tidak menyediakan beberapa obat dlm resep, tidak ada opsi utk membeli obat yg blm ada. Dan tidak ada bantuan tersedia di system",3
Excellent,5
Sangat membantu dokternya juga ramah. Terima kasih halo dok,4
Good,5
Pelayanan memuaskan,5
Sangat sigap membantu,5
"Fitur lengkap, mudah digunakan dan sangat bermanfaat terutama fasilitas chat with dokter. Rekomendasi apotek utk tebus obat lgs dr resep digital sangat mempermudah. Saran: Terkadang apotek yg direkomendasikan tidak memiliki obat lengkap sesuai resep. Agar bisa diperbaiki.",5
Good,5
"Gampang dipake, dokterny siaga",5
Membantu sekali di waktu pandemi,5
Cukup handal,5
"Pesanan yang saya terima salah, gaada respon dari halodoc, pesan obat apa dikasihnya obat apa, payah",1
"Td sy sdh memesan dan membayar biaya konsultasi utk dokter ayuning, tp stelah lewat masa tunggu skitar 150detik, dokter tdk jg muncul. Lalu tb2 trtulis konsultasi sdh selesai dan dokter sdh off duty. Pdhal sm skali blm chat, bhkn blm trsambung dgn dokter. Dan biaya konsultasi jg tdk direfund. Sdh chat CS jg tak ada respon, sgh kecewa.. mohon bantuannya",1
outstanding portal.,5
cepat sekali obatnya datang 👍,5
Sangat membantu sekali apalagi di jaman pandemi spt sekarang ini,5
"Penanganannya cepat, Dokternya ramah ramah Dan professional.. maju terus Dunia Medis Indonesia ❤️❤️❤️",5
"Aplikasinya untuk pesan obat aja ribet , lemot, dan baru di kirim 1 obat udah gak bisa lagi pakai resepnya, aplikasi macam apa an",1
Keren aplikasinya membantu Dan fast respon banget. Dokternya juga pengalaman banget .,5
oke helpfull,5
Sangat memudahkan,5
"bad experience, cs not helpful, my complaints not taken seriously, do not use this app, i warn you already",1
Memudahkan pembelian obat,5
"Fast service, informative to first time users",5
Good,4
Membantu,5
"Hari ini chat dengan Dr Elvi spesialis THT, diberikan obat untuk 10 strip (1 stripnya isi 10 tablet), dan obat untuk 8 strip (isi 1 stripnya 8 tablet), pas ditanya ""apa ga salah?"" karena jika ditotal maka saya diberikan 164 tablet dan jawabannya cuma ""itu bisa tergantung keinginan user"". apa Halodoc gak ada SOP untuk dokter2 nya? kl tergantung keinginan user apa guna nya saya konsultasi? bukannya untuk dokter memberikan dosis yg tepat?",1
Very helpful,5
I wish after you go out of the App you still can continue your transaction It logged me out from my previous transaction.i was in the middle of it and i had to start all over.,5
Okr,5
Simple mudah..,5
"Halodoc is the best compare to others similiar app without ""H""",5
Sangat membantu,5
"Aplikasi tidak memiliki fitur status pembayaran di profile. Live Agent lama mebalas keluhan, begitupula dengan e-mail. Rasanya bagaikan dirampok, akibat ketidakjelasan status pembayaran paket sehat, yang meskipun sudah dibayar akan tetapi tidak bisa digunakan. Jangan download. Pindah aja tuh ke sebelah.",1
Bagus. Pilihan saya utk beli obat,5
"sudah pilih paket pengobatan, sudah terdebet 99rb.. lalu tidak bisa digunakan dan tidak masuk ke riwayat transaksi. CS pun tidak tahu jika ada kendala tersebut. bagaimana mau sehat?",1
"Mempermudah semua proses dr mulai konsultasi, resep, beli obat, payment. plus ada manfaat langsung ketika nyambung dengan asuransi. Cuman satu yg perlu dioptimalin..scan toko terdekat, masih suka dapet yg jauh2..entah gps atau memang cabangnya yg ngelink dg halo doc masih sedikit dan jauh ya..",5
Memudahkan membeli obat ketika kondisi pandrmi seperti saat ini,5
Sehaaattt,5
"Mudah sekali penggunaannya, memudahkan konsultasi dengan dokter dan pemesanan obat.",5
Keterangan jelas,5
Sangat membantu,5
Asli keren ini aplikasi. Extremely helpful. Baru nyoba karena diinfo temen. Barangnya sampe paling lama 1 jam. Rata2 lebih cepet dari 1 jam. Dipertahankan ya kualitasnya.,5
Super helpful. Thank you very much. Having this app is a must for everyone I guess.,5
Keren sih ini dibanding alodokter bapuk,5
"Alangkah lebih baiknya kalau rating dokter dibuat bintang seperti ini, agak menyulitkan kalau pilihannya cuma Bagus dan Buruk. Karena ada juga dokter yang membantu tapi secara pelayanan kurang memuaskan, enggak adil kalau dibilang Buruk.",5
Very useful apps,5
"TOKO OBAT TIDAK MENYEDIAKAN KETERSEDIAAN OBAT, SEHINGGA BISA DIPESAN DAN DIBAYAR TAPI OBATNYA TIDAK DATANG",1
very usefull,5
Excellent,5
"Saya bingung ya. Barusan konsultasi dgn dokter, untuk minta tebus resep covid sesuai wa dari kemenkes. Karena saya akan tebus untuk NIK bapak saya, dokternya tidak mau kasih. Tapi kok minta wa dari kemenkes dan minta hasil lab? Apakah data kami aman ya? Mohon dijawab ya Admin. Trims.",3
"You need doctor & other health product? Well, you've come to the right place",5
good,5
Good app,5
"Aplikasi Halodoc sangat membantu di kala kita males keluar rumah, thank you Halodoc👍",5
"Ribet abis ini app, ad pilihan upload resep tp tetep perlu resep fisik, customer service jg cuek and lelet, pake aplikasi klikdokter ato alodokter aj deh cb",1
"Saya booked test PCR Drive thru (Same Day) di RS Meilia, Cibubur tgl 2 Feb 2022 jam 9 pagi. Sebelum test dijanjikan petugas RS hasilnya bisa diterima malam harinya/paling lambat keesokan paginya. Tapi faktanya hasil test baru keluar besoknya tgl 3 Feb jam 16.00 jauh melebihi 1x24 jam bahkan. Itupun baru 2 dari 3 hasil test yang keluar, 1 lagi belum s/d saya tulis review ini jam 18.00. Entah apa kendalanya, RS & Halodoc cuma bisa suruh nunggu. Kualitas layanan yang pantas diganjar bintang 1.",1
Very helpful,5
Pengalaman Nebus Obat sangat TOP masa depan ini,5
Good,5
Fast response and helpful,5
Bagus. Bisa terhubung asuransi dari kantor. membantu sekali di saat pandemi/untuk konsultasi awal2,5
"this app very helpfull, recommended doctor.",5
Helpfull,5
Membantu sekali disaat masa masa pandemi,5
Good apps...so much helping,5
Ok,5
"Konsultasi dokter, dokternya di tunggu lama, begitu sudah lama, keterangannya tidak menerima konsultasi padahal saldo gopay saya sudah berkurang untuk membayar konsultasi dokter. Beberapa jam kemudian saya di telp customer service hallo doc dan biaya konsultasi saya sudah dikembalikan. Tetapi saya beralih ke aplikasi lain good doctor dan langsung tertangani.",4
Its a little bit hard because sometimes error,4
Quick respon,5
"Aplikasi ini sebenernya akan sangat dibutuhkan di masa2 genting. Tapi masukan aja buat tim developer terutama UI/UXnya, sangat buruk... Alurnya njelimet... Dengan banyak kendala masalah pembayaran sepertinya better deh buat pembayaran dilakukan setelah layanan selesai dan dr sisi customer jg ada konfirmasi done... Kemudian dr sisi pemesanan obat sesuai resep mgkn drpd harus dibatali dlu sama sistem better dikasi status konfirmasi obat aja si... mgkn krn g terintegrasi lgsg ama apotek ya..",3
"Bagus, membantu dikala darurat dan dikala antrian rumah sakit full ❤️",5
"Dokternya sangat ramah, cekatan, dan aplikasi juga sangat baik",5
"Tolong integrasi lokasinya diperbaiki, lokasi sering salah/beda beberapa puluh meter, menyulitkan Gojek nya juga",3
"Di daerah saya jarang ada dokter hewan, alhamdulilah aplikasi ini membantu untuk konsultasi dengan drh. Semoga hewan saya bisa sehat kembali :) terimakasih",5
"payah. diskriminasi, katanya ga bisa mengeluarkan surat dokter, tapi teman saya dapat surat dokter saat berobat, kalau anak saya ga sakit juga pasti saya berobat langsung ke klinik atau RS bukan halodoc! saya belum pernah mendapat edukasi kl cek dokter malam ga bisa dapat surat sakit!",1
aku kasih bintang 5 aja biar tetep semangat tim productnya buat koneksinya kadang bikin lama loading state.. tapi thank you aplikasi ini sangat membantu,5
"Cepat dan Murah, no risk",5
Ok,5
Besto besto,5
Best and so helpful,5
Membantu di kala pandemi,5
"Sangat membantu, harganya bersahabat",5
Fast response,5
Membantu 👍,5
beri kemudahan perubahan alamat pengiriman,5
"Please activate chat with driver feature as it will ease our experience without having to contact driver separately through call, sms or even wa Fyi some houses don't have a good celular recipient hence they only could use wifi supported channel as in wa, in app chat, etc. Hope you could fix that, no issue other than that you saved mine & my family lives through 2021 covid, thank you",4
"Aplikasi ini sangat membantu, sejak awal launching apalagi skrg ada konsultasi murah. Mau nanya kapan lagi ada drive thru vaksin booster covid-19? Itu sangat membantu bagi masy",5
Wah oke banget sih ini.,5
Good,5
Very helpful,5
I'd love to give 5 star but the thing is I can't locate my driver and see the navigation. Overall this app is helping me a lot especially during these bad times.,4
Bad ux,1
Membantu sekali,5
"Saya belangganan dan sudah bayar paket sehat, tapi tidak terdaftar sehingga saat akan konsultasi harus membayar lagi",3
Mudah,5
Mudah digunakan,5
Good application,5
Mudah dan efisien dalam berkonsultasi,5
Sejauh ini oke,5
Very good,5
Pengiriman otp terlalu lama,1
App is good! Difficult to change insurance which already linked with new number!,2
Very very useful,5
Fast response,5
Puas dg pelayanan dokternya. Tp dr apoteknya kantong obatnya tidak semua ada instruksi intakenya.,5
Nice app. Helpful,5
"Aneh banget, aplikasi harus selalu di refresh kalo mau mesen obat. Ditinggal bentar langsung ga bisa transaksi apa-apa. Such a weird app.",2
Top banget,5
Aplikasi yang berguna disaat mendesak untuk konsul ke dokter,5
Helpful,5
Mengubah kehidupan jadi lebih mudah,5
Good,5
Sangat bermanfaat saat sedang isolasi mandiri,5
Fantastic Experience,5
Akhirnya disaat tanggal merah pun bisa berkonsultasi dengan dokter dengan mudah.,5
"Obatnya gak sampe2 asu, csnya gak ada yang angkat, email juga gak dibales. Taik",1
"Selama bisa konsul, appnya bagus dan lancar.",5
Smg sll memberikan pelayanan yg terbaik & sll di depan,5
Good,4
Ok sangat membantu,5
