content,score,content_contractions,content_translated,lang_id
"Saya bingung ya. Barusan konsultasi dgn dokter, untuk minta tebus resep covid sesuai wa dari kemenkes. Karena saya akan tebus untuk NIK bapak saya, dokternya tidak mau kasih. Tapi kok minta wa dari kemenkes dan minta hasil lab? Apakah data kami aman ya? Mohon dijawab ya Admin. Trims.",3,"Saya bingung ya. Barusan konsultasi dgn dokter, untuk minta tebus resep covid sesuai wa dari kemenkes. Karena saya akan tebus untuk NIK bapak saya, dokternya tidak mau kasih. Tapi kok minta wa dari kemenkes dan minta hasil lab? Apakah data kami aman ya? Mohon dijawab ya Admin. Trims.","I'm confused. Just consulted with a doctor, to ask for a Covid prescription according to WA from the Ministry of Health. Because I will be redeemed for my father's NIK, the doctor doesn't want to love. But why ask WA from the Ministry of Health and ask for the lab results? Is our data safe huh? Please answer yes admin. Thanks.",id
"You need doctor & other health product? Well, you've come to the right place",5,"You need doctor & other health product? Well, you have come to the right place","You need doctor & other health product? Well, you have come to the right place",en
"Aplikasi Halodoc sangat membantu di kala kita males keluar rumah, thank you Halodoc👍",5,"Aplikasi Halodoc sangat membantu di kala kita males keluar rumah, thank you Halodoc👍","The Halodoc application is very helpful when we are lazy to leave the house, thank you halodoc.",id
"Ribet abis ini app, ad pilihan upload resep tp tetep perlu resep fisik, customer service jg cuek and lelet, pake aplikasi klikdokter ato alodokter aj deh cb",1,"Ribet abis ini app, ad pilihan upload resep tp tetep perlu resep fisik, customer service jg cuek and lelet, pake aplikasi klikdokter ato alodokter aj deh cb","Complicated after this app, there is a choice of uploading recipes but still need a physical recipe, customer service is also ignorant and slow, using the klikdokter application or alodokter aj deh cb",id
"Saya booked test PCR Drive thru (Same Day) di RS Meilia, Cibubur tgl 2 Feb 2022 jam 9 pagi. Sebelum test dijanjikan petugas RS hasilnya bisa diterima malam harinya/paling lambat keesokan paginya. Tapi faktanya hasil test baru keluar besoknya tgl 3 Feb jam 16.00 jauh melebihi 1x24 jam bahkan. Itupun baru 2 dari 3 hasil test yang keluar, 1 lagi belum s/d saya tulis review ini jam 18.00. Entah apa kendalanya, RS & Halodoc cuma bisa suruh nunggu. Kualitas layanan yang pantas diganjar bintang 1.",1,"Saya booked test PCR Drive thru (Same Day) di RS Meilia, Cibubur tgl 2 Feb 2022 jam 9 pagi. Sebelum test dijanjikan petugas RS hasilnya bisa diterima malam harinya/paling lambat keesokan paginya. Tapi faktanya hasil test baru keluar besoknya tgl 3 Feb jam 16.00 jauh melebihi 1x24 jam bahkan. Itupun baru 2 dari 3 hasil test yang keluar, 1 lagi belum s/d saya tulis review ini jam 18.00. Entah apa kendalanya, RS & Halodoc cuma bisa suruh nunggu. Kualitas layanan yang pantas diganjar bintang 1.","I booked the PCR Drive Thru (Same Day) test at Meilia Hospital, Cibubur on 2 Feb 2022 at 9 am. Before the test was promised the hospital officer the results could be received at night/no later than the next morning. But the fact is that the new test results came out the next day on 3 Feb at 16.00 far exceeding 1x24 hours even. Even then, only 2 of the 3 test results that came out, 1 more I have not written this review at 18:00. I don't know what the obstacles are, RS & Halodoc can only be told to wait. Quality of services that deserve to be rewarded with 1 star.",id
Pengalaman Nebus Obat sangat TOP masa depan ini,5,Pengalaman Nebus Obat sangat TOP masa depan ini,The experience of the nebus drug is very top this future,id
Fast response and helpful,5,Fast response and helpful,Fast response and helpful,en
Bagus. Bisa terhubung asuransi dari kantor. membantu sekali di saat pandemi/untuk konsultasi awal2,5,Bagus. Bisa terhubung asuransi dari kantor. membantu sekali di saat pandemi/untuk konsultasi awal2,Good. Can connect insurance from the office. very helpful at the time of pandemic/for early consultation,id
"this app very helpfull, recommended doctor.",5,"this app very helpfull, recommended doctor.","this app very helpfull, recommended doctor.",en
Membantu sekali disaat masa masa pandemi,5,Membantu sekali disaat masa masa pandemi,Very helpful during the period of pandemic,id
Good apps...so much helping,5,Good apps...so much helping,Good apps...so much helping,en
"Konsultasi dokter, dokternya di tunggu lama, begitu sudah lama, keterangannya tidak menerima konsultasi padahal saldo gopay saya sudah berkurang untuk membayar konsultasi dokter. Beberapa jam kemudian saya di telp customer service hallo doc dan biaya konsultasi saya sudah dikembalikan. Tetapi saya beralih ke aplikasi lain good doctor dan langsung tertangani.",4,"Konsultasi dokter, dokternya di tunggu lama, begitu sudah lama, keterangannya tidak menerima konsultasi padahal saldo gopay saya sudah berkurang untuk membayar konsultasi dokter. Beberapa jam kemudian saya di telp customer service hallo doc dan biaya konsultasi saya sudah dikembalikan. Tetapi saya beralih ke aplikasi lain good doctor dan langsung tertangani.","The doctor's consultation, the doctor is waiting for a long time, once it's been a long time, his statement did not receive a consultation even though my gopay balance had been reduced to pay for a doctor's consultation. A few hours later I was on the Customer Service Hello Doc and my consultation fee had been returned. But I switched to other applications Good Doctor and immediately handled.",id
Its a little bit hard because sometimes error,4,Its a little bit hard because sometimes error,Its a little bit hard because sometimes error,en
"Aplikasi ini sebenernya akan sangat dibutuhkan di masa2 genting. Tapi masukan aja buat tim developer terutama UI/UXnya, sangat buruk... Alurnya njelimet... Dengan banyak kendala masalah pembayaran sepertinya better deh buat pembayaran dilakukan setelah layanan selesai dan dr sisi customer jg ada konfirmasi done... Kemudian dr sisi pemesanan obat sesuai resep mgkn drpd harus dibatali dlu sama sistem better dikasi status konfirmasi obat aja si... mgkn krn g terintegrasi lgsg ama apotek ya..",3,"Aplikasi ini sebenernya akan sangat dibutuhkan di masa2 genting. Tapi masukan aja buat tim developer terutama UI/UXnya, sangat buruk... Alurnya njelimet... Dengan banyak kendala masalah pembayaran sepertinya better deh buat pembayaran dilakukan setelah layanan selesai dan dr sisi customer jg ada konfirmasi done... Kemudian dr sisi pemesanan obat sesuai resep mgkn drpd harus dibatali dlu sama sistem better dikasi status konfirmasi obat aja si... mgkn krn g terintegrasi lgsg ama apotek ya..","This application will actually be very much needed in tile times. But just input for the developer team, especially the UI/UX, very bad ... the flow is njelimet ... with many obstacles the payment problem seems better for the payment is made after the service is complete and the customer side there is also a confirmation of the done ... then from the ordering side Medicine according to the prescription for MGKN DRPD must be cut down by the better system of the drug confirmation status.",id
"Bagus, membantu dikala darurat dan dikala antrian rumah sakit full ❤️",5,"Bagus, membantu dikala darurat dan dikala antrian rumah sakit full ❤️","Good, helps when emergency and when the hospital queue is full ❤️",id
"Dokternya sangat ramah, cekatan, dan aplikasi juga sangat baik",5,"Dokternya sangat ramah, cekatan, dan aplikasi juga sangat baik","The doctor is very friendly, deft, and the application is also very good",id
"Tolong integrasi lokasinya diperbaiki, lokasi sering salah/beda beberapa puluh meter, menyulitkan Gojek nya juga",3,"Tolong integrasi lokasinya diperbaiki, lokasi sering salah/beda beberapa puluh meter, menyulitkan Gojek nya juga","Please integrate the location to be improved, the location is often wrong/different several tens of meters, making it difficult for the motorcycle",id
"Di daerah saya jarang ada dokter hewan, alhamdulilah aplikasi ini membantu untuk konsultasi dengan drh. Semoga hewan saya bisa sehat kembali :) terimakasih",5,"Di daerah saya jarang ada dokter hewan, alhamdulilah aplikasi ini membantu untuk konsultasi dengan drh. Semoga hewan saya bisa sehat kembali :) terimakasih","In my area there are rarely veterinarians, thank God this application helps to consult with drh. I hope my animal can be healthy again :) Thank you",id
"payah. diskriminasi, katanya ga bisa mengeluarkan surat dokter, tapi teman saya dapat surat dokter saat berobat, kalau anak saya ga sakit juga pasti saya berobat langsung ke klinik atau RS bukan halodoc! saya belum pernah mendapat edukasi kl cek dokter malam ga bisa dapat surat sakit!",1,"payah. diskriminasi, katanya ga bisa mengeluarkan surat dokter, tapi teman saya dapat surat dokter saat berobat, kalau anak saya ga sakit juga pasti saya berobat langsung ke klinik atau RS bukan halodoc! saya belum pernah mendapat edukasi kl cek dokter malam ga bisa dapat surat sakit!","bad. Discrimination, he said, could not issue a doctor's letter, but my friend got a doctor's letter when he was treated, if my child was not sick, I would have been treated directly to the clinic or hospital, not Halodoc! I have never gotten education if you check the night doctor, I can't get a sick letter!",id
aku kasih bintang 5 aja biar tetep semangat tim productnya buat koneksinya kadang bikin lama loading state.. tapi thank you aplikasi ini sangat membantu,5,aku kasih bintang 5 aja biar tetep semangat tim productnya buat koneksinya kadang bikin lama loading state.. tapi thank you aplikasi ini sangat membantu,I just give you a 5 star so that the enthusiasm of the product team for the connection sometimes makes a long loading state ... but thank you this application is very helpful,id
"Cepat dan Murah, no risk",5,"Cepat dan Murah, no risk","Fast and cheap, no risk",id
Best and so helpful,5,Best and so helpful,Best and so helpful,en
Membantu di kala pandemi,5,Membantu di kala pandemi,Help when Pandemic,id
"Sangat membantu, harganya bersahabat",5,"Sangat membantu, harganya bersahabat","Very helpful, the price is friendly",id
beri kemudahan perubahan alamat pengiriman,5,beri kemudahan perubahan alamat pengiriman,Give convenience changes in shipping addresses,id
"Please activate chat with driver feature as it will ease our experience without having to contact driver separately through call, sms or even wa Fyi some houses don't have a good celular recipient hence they only could use wifi supported channel as in wa, in app chat, etc. Hope you could fix that, no issue other than that you saved mine & my family lives through 2021 covid, thank you",4,"Please activate chat with driver feature as it will ease our experience without having to contact driver separately through call, sms or even wa Fyi some houses do not have a good celular recipient hence they only could use wifi supported channel as in wa, in app chat, etc. Hope you could fix that, no issue other than that you saved mine & my family lives through 2021 covid, thank you","Please activate chat with driver feature as it will ease our experience without having to contact driver separately through call, sms or even wa Fyi some houses do not have a good celular recipient hence they only could use wifi supported channel as in wa, in app chat, etc. Hope you could fix that, no issue other than that you saved mine & my family lives through 2021 covid, thank you",en
"Aplikasi ini sangat membantu, sejak awal launching apalagi skrg ada konsultasi murah. Mau nanya kapan lagi ada drive thru vaksin booster covid-19? Itu sangat membantu bagi masy",5,"Aplikasi ini sangat membantu, sejak awal launching apalagi skrg ada konsultasi murah. Mau nanya kapan lagi ada drive thru vaksin booster covid-19? Itu sangat membantu bagi masy","This application is very helpful, since the beginning of launching especially now there are cheap consultations. Want to ask when else there is a drive thru vaccine cooster covid-19? It is very helpful for the community",id
Wah oke banget sih ini.,5,Wah oke banget sih ini.,"Wow, it's really okay.",id
I'd love to give 5 star but the thing is I can't locate my driver and see the navigation. Overall this app is helping me a lot especially during these bad times.,4,I would love to give 5 star but the thing is I cannot locate my driver and see the navigation. Overall this app is helping me a lot especially during these bad times.,I would love to give 5 star but the thing is I cannot locate my driver and see the navigation. Overall this app is helping me a lot especially during these bad times.,en
"Saya belangganan dan sudah bayar paket sehat, tapi tidak terdaftar sehingga saat akan konsultasi harus membayar lagi",3,"Saya belangganan dan sudah bayar paket sehat, tapi tidak terdaftar sehingga saat akan konsultasi harus membayar lagi","I am a person and have paid a healthy package, but not registered so that when the consultation must pay again",id
Mudah dan efisien dalam berkonsultasi,5,Mudah dan efisien dalam berkonsultasi,Easy and efficient in consulting,id
Sejauh ini oke,5,Sejauh ini oke,"So far, okay",id
Pengiriman otp terlalu lama,1,Pengiriman otp terlalu lama,OTP Delivery Too Long,id
